epoch,learning_rate,batch_size,num_epochs,dropout_rate,max_length,accuracy,class_name,precision,recall,f1-score,support,time
,,,,,,0.8102893890675241,,,,,,
,,,,,,,macro avg,0.7496699615955311,0.6868840874961274,0.7095054425642674,933.0,
,,,,,,,weighted avg,0.8030454885554178,0.8102893890675241,0.8037772234241538,933.0,
2,2e-05,8,4,0.3,256,0.8285101822079314,,,,,,
,,,,,,,L,0.573170731707317,0.5280898876404494,0.5497076023391813,89.0,
,,,,,,,N,0.8720538720538721,0.9024390243902439,0.886986301369863,574.0,
,,,,,,,R,0.8093385214007782,0.7703703703703704,0.7893738140417458,270.0,
,,,,,,0.8285101822079314,,,,,,
,,,,,,,macro avg,0.7515210417206557,0.733633094133688,0.7420225725835966,933.0,
,,,,,,,weighted avg,0.8253939104598971,0.8285101822079314,0.8265648910887029,933.0,
3,2e-05,8,4,0.3,256,0.8392282958199357,,,,,,
,,,,,,,L,0.632183908045977,0.6179775280898876,0.625,89.0,
,,,,,,,N,0.8729096989966555,0.9094076655052264,0.8907849829351536,574.0,
,,,,,,,R,0.8306451612903226,0.762962962962963,0.7953667953667953,270.0,
,,,,,,0.8392282958199357,,,,,,
,,,,,,,macro avg,0.7785795894443184,0.763449385519359,0.7703839261006497,933.0,
,,,,,,,weighted avg,0.8377156790874162,0.8392282958199357,0.8378184511830793,933.0,
4,2e-05,8,4,0.3,256,0.8413719185423365,,,,,,
,,,,,,,L,0.6547619047619048,0.6179775280898876,0.6358381502890174,89.0,
,,,,,,,N,0.8754208754208754,0.9059233449477352,0.8904109589041096,574.0,
,,,,,,,R,0.8235294117647058,0.7777777777777778,0.8,270.0,
,,,,,,0.8413719185423365,,,,,,
,,,,,,,macro avg,0.784570730649162,0.7672262169384668,0.7754163697310424,933.0,
,,,,,,,weighted avg,0.8393551266793813,0.8413719185423365,0.8399630072740424,933.0,
1,2e-05,16,1,0.1,128,0.759914255091104,,,,,,
,,,,,,,L,0.0,0.0,0.0,89.0,
,,,,,,,N,0.8503401360544217,0.8710801393728222,0.8605851979345955,574.0,
,,,,,,,R,0.6057971014492753,0.774074074074074,0.6796747967479675,270.0,
