epoch,learning_rate,batch_size,num_epochs,dropout_rate,max_length,accuracy,class_name,precision,recall,f1-score,support,time
1,2e-05,8,4,0.1,128,0.7398081534772182,,,,,,
,,,,,,,L,0.8985507246376812,0.6048780487804878,0.7230320699708455,205.0,
,,,,,,,N,0.6882352941176471,0.7177914110429447,0.7027027027027027,326.0,
,,,,,,,R,0.7275280898876404,0.8547854785478548,0.7860394537177542,303.0,
,,,,,,0.7398081534772182,,,,,,
,,,,,,,macro avg,0.7714380362143229,0.7258183127904291,0.7372580754637674,834.0,
,,,,,,,weighted avg,0.7542069732242598,0.7398081534772182,0.7379767504815153,834.0,
2,2e-05,8,4,0.1,128,0.7877697841726619,,,,,,
,,,,,,,L,0.83,0.8097560975609757,0.8197530864197531,205.0,
,,,,,,,N,0.7408536585365854,0.745398773006135,0.7431192660550459,326.0,
,,,,,,,R,0.8104575163398693,0.8184818481848185,0.8144499178981938,303.0,
,,,,,,0.7877697841726619,,,,,,
,,,,,,,macro avg,0.7937703916254849,0.7912122395839765,0.7924407567909976,834.0,
,,,,,,,weighted avg,0.7880538610718312,0.7877697841726619,0.7878712093203202,834.0,
3,2e-05,8,4,0.1,128,0.7853717026378897,,,,,,
,,,,,,,L,0.8594594594594595,0.775609756097561,0.8153846153846154,205.0,
,,,,,,,N,0.7476038338658147,0.7177914110429447,0.7323943661971831,326.0,
,,,,,,,R,0.7797619047619048,0.8646864686468647,0.8200312989045383,303.0,
,,,,,,0.7853717026378897,,,,,,
,,,,,,,macro avg,0.795608399362393,0.7860292119291236,0.7892700934954456,834.0,
,,,,,,,weighted avg,0.786781650086693,0.7853717026378897,0.7846329653503632,834.0,
4,2e-05,8,4,0.1,128,0.7805755395683454,,,,,,
,,,,,,,L,0.8274111675126904,0.7951219512195122,0.8109452736318408,205.0,
,,,,,,,N,0.7540983606557377,0.7055214723926381,0.7290015847860539,326.0,
,,,,,,,R,0.7771084337349398,0.8514851485148515,0.8125984251968504,303.0,
,,,,,,0.7805755395683454,,,,,,
,,,,,,,macro avg,0.7862059873011226,0.7840428573756673,0.784181761204915,834.0,
,,,,,,,weighted avg,0.7804786694670969,0.7805755395683454,0.7795151325772501,834.0,
